EVENT	RDCLASS	SPD_KM	MED_INC	pop_dens_200	veh_type	BAD_WEAT	SEVERITY	DARK	Park_10	hosp_50	veh_mvt	Comm_Per	Res_Per	Inter_Acc
5446	4	60	33897	6784.05411088	VTB	0	1	0	0	0	straight	18.4978666721	59.677336945	1
5418	4	60	33169	13791.9118056	car	1	1	1	0	0	leftturn	0.4293263345	65.1166658132	1
1548	5	50	31877	12817.4226102	car	0	1	0	0	0	straight	5.2742529655	72.4157013288	1
377	5	50	96383	267.625770551	car	0	1	0	0	0	straight	0.2818980821	30.017578388	0
1753	5	50	35152	16538.5797222	car	0	2	0	0	0	leftturn	1.7113028959	67.6083898369	1
5290	4	60	41776	5020.3623504	car	0	1	0	0	0	leftturn	64.8995846322	7.6946414951	0
3470	4	60	69041	2570.6181981	car	0	1	1	0	0	rightturn	1.0917631527	95.2637667778	1
3152	5	50	38005	2111.03708719	car	1	2	0	0	0	straight	1.7563822914	36.8066195482	1
286	5	50	37169	5873.32971196	car	0	1	0	0	0	backup	7.4389807707	59.6846699752	0
3725	4	60	24707	12635.7101138	car	0	1	1	0	0	leftturn	19.7922777757	62.3002173412	1
999	5	50	30375	7084.67412159	car	0	1	0	0	0	rightturn	5.0484940404	72.5865156161	1
790	5	50	37444	4388.9324286	VTB	1	1	0	0	0	leftturn	1.9750811511	61.0390305267	1
2152	5	50	34422	12661.1012423	VTB	1	1	0	1	0	straight	1.5212706097	66.9674345905	0
2202	5	50	41255	16055.4895591	car	1	1	0	0	0	leftturn	3.774977344	59.0165236525	1
215	5	50	74033	644.809137383	car	0	1	0	0	0	leftturn	40.0929824116	29.1236013465	1
4207	4	60	23067	12679.948957	VTB	1	1	0	0	0	straight	4.0404913861	63.0499294171	1
464	5	50	34694	10118.2674907	car	1	1	1	1	0	leftturn	1.3388647175	82.2268963377	1
800	5	50	31925	6966.0386693	VTB	1	1	1	0	0	leftturn	1.732743894	59.1839106756	1
1042	5	50	13024	4939.11686641	car	1	1	1	0	0	straight	24.498446927	52.6331525767	1
1320	5	50	33193	7082.66265326	car	1	1	0	0	0	leftturn	13.8553561102	64.2294589904	1
4243	4	60	32512	14769.9349114	car	0	2	0	0	0	leftturn	1.1164373758	63.3389745706	1
2456	5	50	52043	15921.1856938	car	0	1	0	0	0	rightturn	5.2463608172	71.9989063215	1
4850	4	60	33418	10204.5796477	car	1	1	1	0	0	straight	8.9476586424	42.6037617052	0
5120	4	60	36567	3451.66754924	car	1	1	1	0	0	leftturn	7.4871973523	75.1226177203	1
1905	5	50	38165	4437.41511636	car	1	1	0	0	0	leftturn	2.4818090463	49.529083875	1
2710	5	50	32591	4967.93237601	VTB	1	1	0	0	0	straight	0	55.9516077231	0
5439	4	60	27298	7723.9406207	car	0	1	0	0	0	rightturn	0.8028624498	50.1302634898	1
1614	5	50	32145	9560.27962105	car	1	1	1	0	0	straight	1.1146533035	73.5594450618	1
2986	5	50	36841	8188.92112153	car	1	2	0	0	0	straight	2.5175139603	74.3338866555	0
3510	4	50	74033	644.809137383	car	0	1	0	0	0	backup	33.2620592676	0	0
4279	4	60	68903	4673.20292061	car	1	1	0	1	0	straight	3.2527955036	49.8708827284	1
1325	5	50	24360	14052.1476683	car	1	1	0	0	0	leftturn	11.9136387217	62.9587925085	1
1560	5	50	31877	12817.4226102	car	0	1	0	0	0	straight	5.2864783728	70.117661061	1
3610	4	60	89009	3686.38386681	car	1	1	0	1	0	straight	2.3971092534	74.8612652769	1
249	5	50	56287	230.546788399	car	1	1	1	0	0	straight	0	0	0
676	5	50	70533	5939.20871645	VTB	1	2	1	1	0	rightturn	1.0314431357	70.8540725443	1
933	5	50	33406	14346.5039515	car	0	1	0	0	0	other	5.8478185042	71.2091269018	1
2431	5	50	32467	9997.111363	car	0	1	0	0	0	straight	14.3666988432	57.540852645	1
2204	5	50	30614	8371.63528643	car	0	1	0	0	0	rightturn	1.9363219892	33.8501511927	1
3008	5	50	34318	7527.08842394	VTB	0	1	0	0	0	other	1.3870720568	79.3537752602	1
1709	5	50	33902	8115.32968836	car	0	1	0	0	0	leftturn	3.3476785403	64.5259740867	1
3373	5	50	39283	9267.90953804	car	0	1	1	0	0	straight	0	84.9498147577	1
5201	4	60	41776	5020.3623504	car	0	1	0	0	0	backup	65.0279631025	7.5954875838	0
4166	4	60	28993	11371.6334342	car	0	1	1	0	0	straight	1.6149550589	51.3577512138	1
3164	5	50	44357	5850.37060039	car	0	1	0	0	0	leftturn	0.1657284214	80.0124062876	0
1558	5	50	32349	12610.6404966	VTB	0	1	0	0	0	leftturn	4.9063346728	75.9616468224	1
5503	4	60	38662	6538.42418143	car	1	0	0	0	0	leftturn	0	81.352451798	1
5185	4	60	41148	5663.79320678	car	0	1	0	0	0	leftturn	14.7578357461	53.994476398	1
877	5	50	29393	19183.573881	car	0	1	0	0	0	leftturn	5.2806890815	71.5342765276	1
4706	4	60	34501	2123.86698781	car	0	1	0	0	0	leftturn	3.9594081806	55.3696337942	1
2368	5	50	45461	11235.7680146	car	0	1	0	0	0	leftturn	2.4978669912	64.2868604715	1
5015	4	60	47978	15126.9257324	car	0	1	1	0	0	straight	11.4933914029	57.4691062177	1
3832	4	60	25159	4890.27240885	VTB	1	1	0	0	0	straight	1.6574329698	39.2808105177	0
4153	4	60	34521	2476.1169016	car	0	1	0	0	0	straight	14.1556936848	60.808264601	0
2944	5	50	39636	13503.0137295	car	0	1	0	0	0	straight	0.2021711003	82.4915899842	0
200	5	50	75776	3694.2199073	car	0	0	0	0	0	straight	14.0905795054	78.0304492427	1
1715	5	50	40339	10206.8000327	car	0	2	0	0	0	leftturn	1.357663946	67.0661195155	1
1771	5	50	33902	8115.32968836	car	1	0	0	0	0	leftturn	1.8775645653	49.0358879648	1
2445	5	50	57258	12777.0044206	car	1	1	0	0	0	straight	3.4997729985	62.7796484812	1
3586	4	60	89009	3686.38386681	VTB	0	1	0	1	0	leftturn	1.7607056168	79.2368170692	1
2390	5	50	37168	12780.7387762	car	0	1	1	0	0	leftturn	12.4509056204	55.4124496321	1
1952	5	50	53281	5066.31398494	car	1	1	1	1	0	leftturn	0	65.420359874	1
2775	5	50	25145	8119.70254402	car	1	1	1	0	0	leftturn	8.4799773918	72.9119649171	1
582	5	50	40717	11509.3587437	car	0	1	0	0	0	straight	2.688847946	59.6385458858	0
494	5	50	24342	10690.356832	VTB	0	1	0	0	0	leftturn	0.7407803966	49.6780373152	1
2264	5	50	28091	19976.0611054	VTB	0	2	0	0	0	leftturn	7.9754820546	66.2181734905	0
2417	5	50	35771	13761.8826783	car	1	1	1	0	0	leftturn	13.3355700044	68.1588367018	1
4250	4	60	26096	3409.30400796	VTB	1	2	0	0	0	leftturn	3.4382413543	50.4745326898	1
5060	4	60	25911	6179.55616976	car	0	1	0	0	0	straight	0.6644047381	75.2439067125	1
5429	4	60	32482	16535.7279594	VTB	1	1	0	0	0	other	0.9795888487	73.0293956944	1
2756	5	50	32591	4967.93237601	car	0	2	0	0	0	straight	0	65.2497960409	0
932	5	50	34231	12011.9741575	moto	1	1	0	0	0	straight	2.3310582324	56.4012229701	1
4796	4	60	33424	10993.4301188	car	1	1	0	0	0	straight	3.0966902014	59.4412712218	1
4422	4	60	28104	15890.0923253	car	1	2	0	0	0	backup	1.698598146	57.1351993756	0
4616	4	60	35283	6083.72415689	car	0	1	1	0	0	straight	2.6366975007	66.5781677093	1
5511	4	60	41586	9093.36937973	car	0	1	0	0	0	straight	28.5851222843	43.2326197664	0
5571	4	60	89876	2549.30679645	VTB	0	1	0	0	0	backup	17.7115657226	60.6852717919	0
5247	4	60	47707	4231.30288677	car	0	1	0	0	0	straight	0.4642134732	53.5306936033	0
1811	5	50	40542	2759.98516846	car	1	1	0	1	0	leftturn	6.5439164443	38.1716172895	1
1113	5	50	42723	940.447210252	VTB	1	1	0	0	0	leftturn	16.9770605957	43.9650131553	1
965	5	50	41965	544.011732373	car	0	1	0	0	0	other	0	52.198700735	1
365	5	50	55714	4839.95834355	car	0	1	0	0	0	straight	0.3765461663	68.3776585481	0
4845	4	60	41575	11353.2483419	car	0	1	0	0	0	leftturn	8.6938162513	61.0483048271	1
3676	4	60	26753	9622.61362254	VTB	1	1	1	0	0	leftturn	3.6062671721	66.0505867381	0
1309	5	50	70524	5248.27449734	car	0	1	0	0	0	straight	11.051675465	42.9237170273	1
414	5	50	30624	292.102834072	VTB	0	1	0	0	0	backup	0.6623324234	0	0
1968	5	50	40509	7159.37658745	car	0	1	1	0	0	rightturn	0.6253267231	64.4785693934	1
3962	4	60	42723	940.447210252	car	0	1	0	0	0	leftturn	11.8999806491	44.1021947271	1
3257	5	50	44304	4129.74237511	car	0	1	0	0	0	leftturn	2.5322008508	64.7132499294	1
4945	4	60	39975	13885.0377037	car	0	2	1	0	0	straight	4.4387319347	74.6318771228	0
1348	5	50	28024	8441.77182549	car	1	1	1	0	0	straight	4.9956845423	66.2805632825	1
4238	4	60	23067	12679.948957	car	0	1	0	0	0	leftturn	3.7076554037	67.1046320523	1
4903	4	60	33808	16226.176833	car	0	1	0	0	0	other	3.4336519982	33.4174802704	0
1236	5	50	24360	14052.1476683	car	0	1	1	0	0	straight	12.2268814436	66.3872809965	1
931	5	50	25699	5251.92974548	car	1	1	0	0	0	straight	2.2798017582	69.5061535419	1
5831	2	80	33897	6784.05411088	car	1	1	1	0	0	straight	22.6659215879	52.6870602394	0
2550	5	50	34227	13963.4251614	car	0	1	0	1	0	leftturn	9.615844105	65.3598081606	1
5250	4	60	41527	6031.8580864	VTB	1	1	1	0	0	straight	19.7396592512	52.9386300901	0
5000	4	60	39942	16299.8893901	VTB	0	1	0	0	0	leftturn	8.6811751703	61.6260689326	1
3622	4	60	34694	10118.2674907	car	1	1	1	0	0	straight	1.3387579434	82.3147467917	1
5089	4	60	32591	4967.93237601	car	1	1	0	0	0	straight	0.0538259332	65.0209211625	0
1428	5	50	31483	6369.41822128	VTB	0	1	0	0	0	backup	3.0357645393	53.8908303612	1
3013	5	50	36841	8188.92112153	VTB	0	1	0	0	0	straight	2.143377134	82.4885963785	1
3452	4	60	40806	3892.76423015	car	1	1	1	1	0	straight	0	24.4679328528	0
2754	5	50	34050	7782.75971662	car	1	1	0	0	0	leftturn	0.1890347891	75.4767578437	1
219	5	50	56287	230.546788399	car	1	1	0	0	0	straight	2.6499453358	47.804675859	1
5943	1	100	42723	940.447210252	car	0	1	0	0	0	rightturn	15.9836671372	30.6468034798	1
228	5	50	54594	2165.62184473	car	0	1	0	0	0	other	16.8825975899	40.8093356868	0
2670	5	50	23262	18498.8156027	VTB	1	2	1	0	0	rightturn	7.103282009	61.5804299147	1
2918	5	50	40170	5430.79478566	car	1	2	0	0	0	straight	1.0717912322	56.6610503341	0
2315	5	50	37168	12780.7387762	car	1	1	1	0	0	other	12.4509056204	55.4124496321	1
164	5	50	75776	3694.2199073	VTB	1	1	0	0	0	other	14.0905795054	78.0304492427	0
1779	5	50	33738	14841.989946	car	0	1	0	0	0	straight	4.2350807546	78.6463359883	0
3760	4	60	38496	3144.36321145	VTB	1	1	1	0	0	backup	8.8854920746	42.4626947291	0
3295	5	50	44851	4343.14441644	car	0	1	0	0	0	other	0.8044949031	34.5337997032	0
3730	4	60	262458	2033.23210665	VTB	0	1	0	0	0	leftturn	0	72.0917438621	1
5061	4	60	25911	6179.55616976	car	0	1	0	0	0	straight	0.1673370193	64.3613185681	1
674	5	50	14682	45325.8697374	car	0	1	0	0	0	leftturn	15.7885410732	60.9844022203	1
372	5	50	48585	3767.61763886	car	0	1	0	0	0	straight	2.6329069612	53.7325487207	0
5718	2	80	100765	7298.96982736	car	0	1	0	0	0	backup	2.7601712822	73.9360110116	0
4918	4	60	33808	16226.176833	car	0	1	0	0	0	leftturn	11.7870460033	72.8087169095	1
2221	5	50	35283	6083.72415689	VTB	1	0	1	0	0	rightturn	2.0423994413	60.4349510777	1
2609	5	50	56052	12962.3225971	car	0	1	0	0	0	leftturn	3.7059403178	67.651510185	1
4693	4	60	34501	2123.86698781	VTB	0	1	0	0	0	straight	2.3698878249	51.0091577069	0
5123	4	60	45283	5102.03251887	car	0	2	0	0	0	straight	0.6244848131	85.946936179	1
1237	5	50	19591	6338.15910617	car	0	1	0	0	0	straight	9.3700226589	66.3689539831	1
371	5	50	55714	4839.95834355	car	0	1	0	0	0	leftturn	0.6727019009	82.8006714887	1
710	5	50	44661	3701.75311886	car	1	1	0	0	0	rightturn	19.2221758096	69.2062707671	1
3517	4	60	96383	267.625770551	car	0	1	0	0	0	other	24.739067951	28.1511154735	0
2776	5	50	35862	9985.91752524	VTB	0	1	0	0	0	other	0	68.9043845368	1
2093	5	50	35283	6083.72415689	car	1	1	0	0	0	other	2.2633620697	68.4674684369	0
3591	4	60	34694	10118.2674907	VTB	0	2	0	0	0	backup	1.3387581797	83.7283926201	0
1187	5	50	34521	2476.1169016	car	0	1	0	0	0	leftturn	16.2151585319	40.1603543443	1
2539	5	50	37301	14137.2785602	car	0	1	1	0	0	straight	7.5081388951	72.5461132605	1
3504	4	60	74033	644.809137383	VTB	1	1	0	0	0	other	48.7207161666	0	0
1813	5	50	29290	11503.6761017	car	0	1	1	1	0	straight	7.0997965307	50.7579244424	1
591	5	50	67982	7102.38731788	car	0	1	0	0	0	other	2.4724368253	73.4133203093	1
2314	5	50	33424	10993.4301188	car	1	1	1	1	0	straight	2.1821808503	60.2764021334	0
5443	4	60	27298	7723.9406207	VTB	1	1	1	0	0	leftturn	0.8432497609	55.2778751123	1
925	5	50	32599	11143.8261756	VTB	1	1	0	0	0	leftturn	7.7929021382	67.2949603715	1
394	5	50	30624	292.102834072	VTB	0	1	0	0	0	rightturn	1.0967905031	0	0
4056	4	60	27786	5138.03814623	car	1	1	1	0	0	straight	17.4703693229	54.0091287281	1
3729	4	60	24707	12635.7101138	car	0	1	1	0	0	straight	19.7922777757	62.3002173412	0
207	5	50	69041	2570.6181981	car	0	1	1	1	0	leftturn	1.1907701046	92.8884839921	1
3263	5	50	45317	3627.73563407	car	1	1	0	0	0	rightturn	12.5050555076	21.2632017475	1
4657	4	60	30614	8371.63528643	car	0	1	0	0	0	straight	2.9559412691	46.407988774	1
5421	4	60	33169	13791.9118056	car	0	1	1	0	0	leftturn	0.4293263345	65.1166658132	1
3826	4	60	37272	7659.17383915	car	1	1	0	0	0	straight	1.1743478766	52.5461322423	0
2141	5	50	31233	17118.6243338	car	0	1	0	0	0	straight	1.9903364661	80.5557470454	0
2421	5	50	41575	11353.2483419	VTB	1	1	0	0	0	other	7.1841634872	55.7157767535	1
3479	4	60	46328	4089.37388687	car	0	1	1	0	0	other	13.4832797652	53.041884139	1
3345	5	50	59447	4250.17443388	car	0	1	0	1	0	rightturn	0.3836575781	59.0271007015	0
1962	5	50	43028	5613.58422497	car	1	1	0	0	0	leftturn	5.1960426277	80.7528636218	1
3294	5	50	37041	5126.22890842	VTB	0	1	0	0	0	straight	10.5166729483	49.4056312281	0
664	5	50	24879	17500.4297153	car	0	1	0	0	0	straight	10.5512319656	56.9315775486	0
2523	5	50	34237	9189.01421066	VTB	0	1	0	1	0	straight	8.9948885036	59.634556488	0
271	5	50	38723	10465.8410341	car	1	1	1	0	0	straight	0.1561559816	89.3963170586	1
4417	4	60	29290	11503.6761017	car	0	1	0	0	0	rightturn	6.573586022	32.2603329672	1
4434	4	60	33738	14841.989946	car	0	1	0	1	0	leftturn	10.4319590873	69.7420764917	1
1013	5	50	35656	9330.29203408	VTB	1	1	0	1	0	backup	1.9520626201	52.3518976143	1
388	5	50	45408	4039.50187781	VTB	0	1	0	0	0	straight	4.780555069	79.4409560494	1
1117	5	50	13024	4939.11686641	car	0	1	1	0	0	leftturn	25.5074484177	53.159383848	1
4829	4	60	37168	12780.7387762	VTB	0	1	0	0	0	leftturn	7.3472631443	57.9253476485	1
2890	5	50	41527	6031.8580864	VTB	1	1	0	0	0	leftturn	9.5479487564	52.824867705	1
3686	4	60	28846	3346.50676797	VTB	0	1	0	0	0	rightturn	1.1739713508	48.8533920563	1
719	5	50	36922	6513.21096216	car	1	1	0	0	0	leftturn	8.6039260872	47.677693927	1
3644	4	60	32271	11320.3889553	car	0	1	0	0	0	other	12.5698196437	46.7813623497	0
1832	5	50	25141	15491.0034493	VTB	0	1	0	0	0	other	1.9140546987	51.3655820014	1
1154	5	50	70939	1207.12470587	car	1	1	0	1	1	straight	0.771928386	15.0178492339	0
2842	5	50	37215	3804.75698456	VTB	0	1	0	0	0	straight	1.1722813249	13.3906988664	0
2507	5	50	50431	15027.3165381	VTB	1	1	0	0	0	leftturn	9.831646783	65.870058117	1
1433	5	50	29645	6012.29924312	car	0	1	0	0	0	straight	2.9581409773	59.3508580882	0
2758	5	50	39931	4613.88417651	car	0	1	1	0	0	straight	0	88.5725061825	1
3090	5	50	33169	13791.9118056	VTB	0	1	0	0	0	straight	4.2565549763	68.6424601538	1
4258	4	60	32145	9560.27962105	car	1	1	0	0	0	leftturn	1.1146532538	71.3229261561	1
4128	4	60	47135	6522.83096951	car	0	1	1	0	0	leftturn	9.7275967969	64.4977306351	1
5857	2	80	33735	3451.71667914	VTB	0	2	1	0	0	other	0.7720795658	73.0123891839	0
4319	4	60	39192	1406.4656225	car	1	1	0	0	0	straight	1.3249052578	48.9330365443	0
2889	5	50	47707	4231.30288677	car	0	1	0	0	0	straight	0.6399418573	79.0868543411	0
2640	5	50	36663	14074.988352	car	0	1	0	0	0	other	10.2396442871	73.7299456377	1
1838	5	50	25141	15491.0034493	car	0	0	0	0	0	straight	8.4873365546	75.1892374618	0
4669	4	60	38654	8443.60943813	car	0	1	0	0	0	straight	4.4228062553	26.3541604793	0
795	5	50	24460	8655.89498505	car	1	3	1	0	0	straight	1.1867570499	52.8791470867	1
922	5	50	33406	14346.5039515	VTB	0	1	0	0	0	backup	6.3647538871	68.1461246602	1
2979	5	50	36841	8188.92112153	car	1	1	1	0	0	leftturn	2.143377134	82.4885963785	1
2537	5	50	34237	9189.01421066	car	1	1	0	0	0	rightturn	0.85695707	39.7163523983	1
2353	5	50	31725	8939.32878364	VTB	0	1	0	0	0	leftturn	2.6409178854	62.5335328553	1
3756	4	60	47581	4878.82141535	car	0	1	1	0	0	straight	1.4189431496	42.4007791615	1
4573	4	60	36841	8188.92112153	VTB	1	2	0	0	0	straight	0.77143149	57.8677829063	1
3635	4	60	24342	10690.356832	car	0	1	1	0	0	rightturn	1.8326108527	58.8464348539	1
3692	4	60	51740	8646.31498942	car	1	1	0	0	0	leftturn	1.8518023503	54.8044031134	1
4049	4	60	21315	11132.6735876	car	0	1	0	0	0	leftturn	2.0602194302	63.8545366428	1
4423	4	60	28104	15890.0923253	VTB	0	1	0	1	0	leftturn	7.9783573343	66.4998540418	1
5474	4	60	44357	5850.37060039	VTB	1	1	0	0	0	rightturn	56.7701108927	17.4907501906	0
5901	2	80	59447	4250.17443388	car	1	1	0	1	0	straight	0.3836575362	61.7282880843	0
2474	5	50	32463	13603.1622584	VTB	0	1	0	0	0	backup	8.3025118248	53.8801910897	1
2345	5	50	31725	8939.32878364	VTB	1	2	0	0	0	straight	3.6517374121	64.5304585873	1
1999	5	50	38763	7360.48338853	VTB	0	1	0	1	0	straight	2.346641316	75.5759929796	0
4330	4	60	40626	11566.660142	car	1	3	1	0	0	straight	0	53.5472900245	0
1764	5	50	33902	8115.32968836	car	1	1	0	0	0	leftturn	1.0913953055	57.4673268045	1
1285	5	50	27786	5138.03814623	car	0	2	1	0	0	straight	17.6688511674	53.1358232234	0
5282	4	60	33900	7989.89341927	car	1	1	1	0	0	leftturn	4.0710177843	47.3769080451	1
2291	5	50	23266	14465.9625057	VTB	0	1	1	0	0	straight	2.4030039918	10.4413013746	0
3847	4	60	35656	9330.29203408	car	0	1	1	0	0	backup	2.4055180884	59.3341976516	0
5608	3	60	31613	7015.58291675	car	0	1	1	0	0	leftturn	8.063306944	66.4734785518	1
3562	4	60	43768	6033.95117422	VTB	0	1	0	0	0	straight	7.0697145578	49.2317435861	1
2151	5	50	44155	12872.0881382	car	0	1	0	0	0	straight	6.2490418536	66.7733777253	0
4178	4	60	31639	15162.3249896	car	1	1	1	0	0	straight	9.3245438761	70.2902366165	1
1505	5	50	32145	9560.27962105	car	0	1	1	0	0	straight	1.6452779672	65.010207908	0
5914	2	80	59447	4250.17443388	car	0	1	1	1	0	other	0.3836575362	61.7282880843	0
4758	4	60	27091	17013.6502532	VTB	1	1	0	0	0	leftturn	0.8991629328	52.6975684472	1
4117	4	60	24360	14052.1476683	car	1	2	1	0	0	straight	13.4507582207	63.8056433777	1
5851	2	80	33024	12245.4682461	car	0	2	0	0	0	straight	2.2717904051	74.2682061031	0
2667	5	50	34889	13603.0422869	car	1	0	1	0	0	leftturn	8.5688945449	66.8207960747	1
3039	5	50	38662	6538.42418143	car	1	1	1	0	0	leftturn	0.1805111573	81.1577070264	1
1318	5	50	24360	14052.1476683	EMS	1	1	0	0	0	leftturn	11.9136387217	62.9587925085	1
2006	5	50	47077	6554.95582004	VTB	0	1	0	0	0	leftturn	4.7561567774	85.2772508941	1
3769	4	60	49728	5183.39966928	car	1	1	0	0	0	backup	0	40.163782967	0
2237	5	50	40452	14111.0457932	VTB	0	2	0	0	0	straight	4.4299258251	57.4483588564	0
1487	5	50	32349	12610.6404966	car	0	2	1	0	0	straight	4.0769809883	76.6634150224	1
4954	4	60	38261	17717.4882361	car	0	1	1	0	0	straight	5.165426051	65.0867574354	1
2276	5	50	88975	3498.01812269	car	1	1	0	0	0	other	20.8028671811	49.2639015205	1
1160	5	50	28915	1230.19600986	VTB	0	1	1	0	0	straight	13.1249054124	49.9377754873	0
853	5	50	37444	4388.9324286	car	0	1	1	0	0	leftturn	1.6522906301	58.8654330982	1
5067	4	60	31549	6956.60541293	VTB	1	1	0	0	0	other	1.3292038198	48.68360587	1
192	5	50	46328	4089.37388687	VTB	0	1	1	0	0	straight	4.6648668767	78.2636838192	0
4460	4	60	28129	11245.82535	VTB	0	1	1	0	0	other	3.4018396889	65.8356433886	1
2845	5	50	29986	13098.3295563	VTB	0	1	0	0	0	other	0.8935622945	57.9133351601	1
2361	5	50	33418	10204.5796477	car	0	1	0	0	0	straight	9.1456096149	42.0912136319	0
5728	2	80	70939	1207.12470587	car	0	1	1	0	0	straight	9.6061132463	47.0932755186	0
2594	5	50	34227	13963.4251614	car	0	2	0	1	0	straight	9.615844105	65.3598081606	1
1928	5	50	36796	5461.59352807	VTB	1	2	0	0	0	straight	2.1675732692	19.0509962317	0
3801	4	60	38496	3144.36321145	car	0	1	0	0	0	straight	19.0404281008	63.8549207701	0
2655	5	50	41833	8464.79773111	car	0	1	0	0	0	straight	2.3423758596	56.7667873807	1
1432	5	50	24360	14052.1476683	car	0	1	0	0	0	other	11.5202880794	78.2233553249	0
2678	5	50	31549	6956.60541293	car	1	1	0	0	0	leftturn	11.8256914576	41.9457481751	1
3153	5	50	58389	2446.53031809	car	1	1	1	1	0	leftturn	0	47.3890748128	1
3766	4	60	45521	1103.66044026	VTB	0	1	0	0	0	other	47.2321332621	50.1789965987	1
4800	4	60	41575	11353.2483419	car	1	2	1	0	0	straight	8.6938162513	61.0483048271	0
3639	4	50	43168	5041.00230679	car	0	0	0	0	0	straight	19.1919313183	72.2327639654	0
2943	5	50	54051	3432.32079026	car	1	3	0	0	0	straight	0	90.1550989354	1
3427	4	60	54726	4575.95663215	VTB	0	2	0	0	0	straight	11.3870097063	63.423649922	1
5417	4	60	49374	8100.46171474	VTB	0	1	0	0	0	leftturn	0	78.6082093073	1
3249	5	50	38146	4081.80000982	car	0	1	0	0	0	straight	0	50.1597351832	1
4869	4	60	37159	12818.8810654	car	0	1	0	0	0	leftturn	1.8289222349	71.1113133115	1
901	5	50	32599	11143.8261756	car	0	1	0	0	0	straight	6.3920666257	57.2215748649	0
4685	4	60	38165	4437.41511636	car	0	1	0	0	0	straight	4.4730460266	49.9480919399	0
4786	4	60	37168	12780.7387762	car	0	1	0	0	0	straight	2.9008946751	61.3237386272	1
3757	4	60	24879	17500.4297153	car	0	1	0	0	0	straight	15.0856257446	44.2410084568	0
4261	4	60	32145	9560.27962105	car	1	2	0	1	0	leftturn	8.0391359045	55.8633126008	1
2180	5	50	40452	14111.0457932	VTB	0	1	0	0	0	rightturn	4.4423471822	71.3109491985	1
5184	4	60	37142	6838.48068315	VTB	1	2	0	1	0	other	1.0117647611	55.8727233135	0
2211	5	50	36976	15784.4833142	car	0	1	0	0	0	straight	3.2183276625	43.8909285958	1
4991	4	50	44515	12445.1474324	car	0	1	1	0	0	straight	9.8896613496	72.0284103293	1
2954	5	50	41527	6031.8580864	car	1	1	0	0	0	rightturn	4.5902004064	59.6191677475	1
2110	5	50	36841	8188.92112153	car	1	1	0	0	0	straight	2.2727706915	79.2253494996	1
1424	5	80	29964	12534.143018	car	1	2	1	0	0	straight	3.3388073798	61.2814935872	1
2685	5	50	32591	4967.93237601	VTB	0	1	1	0	0	leftturn	0	65.2497960409	1
5356	4	60	33032	7177.19885386	car	0	1	1	0	0	straight	1.5670114079	53.2837902007	0
4552	4	60	34965	6239.98167006	VTB	0	1	0	0	0	other	1.3256998772	49.3246353909	0
1980	5	50	50813	4589.36275193	car	0	1	0	0	0	straight	1.4551361983	48.96450041	0
5860	2	80	23262	18498.8156027	car	0	2	1	0	0	straight	7.0714316762	52.270266712	0
1497	5	50	32349	12610.6404966	car	1	1	1	0	0	other	3.5192863632	68.5726200795	0
5479	4	60	44357	5850.37060039	VTB	0	1	0	0	0	leftturn	56.9421793544	17.8300226856	0
5179	4	60	41148	5663.79320678	car	0	1	0	0	0	straight	23.9280801837	54.2247143406	0
3792	4	60	36922	6513.21096216	car	0	2	0	0	0	straight	24.9739744609	60.5903353126	1
2476	5	50	29558	10159.5157287	VTB	0	2	0	0	0	leftturn	2.863551262	53.2853592042	1
4414	4	60	29290	11503.6761017	VTB	0	1	1	0	0	other	6.573586022	32.2603329672	1
5149	4	60	36567	3451.66754924	car	1	2	0	0	0	straight	7.4871973523	75.1226177203	0
5564	4	60	40119	3445.79533138	car	0	1	0	0	0	straight	1.669645616	68.8244377008	0
2920	5	50	33024	12245.4682461	car	0	2	0	0	0	leftturn	21.3398074969	63.761147258	1
897	5	50	25699	5251.92974548	car	0	1	0	0	0	straight	2.2798017582	69.5061535419	0
5916	2	80	44851	4343.14441644	car	1	1	0	0	0	straight	1.649219826	66.5284583234	1
5040	4	60	39989	7229.55815164	car	0	2	0	0	0	other	12.1998018005	51.0307007847	0
4141	4	60	19591	6338.15910617	VTB	0	1	0	0	1	backup	7.8793341606	50.7098976399	0
424	5	50	40414	5272.19122679	car	0	1	0	1	0	rightturn	0.8519466803	46.8297795783	1
3702	4	60	47581	4878.82141535	car	0	1	0	0	0	rightturn	1.1824951639	46.1800394269	1
4525	4	60	43028	5613.58422497	car	0	1	1	0	0	straight	0.8566987298	69.2110562907	1
5464	4	60	53360	3114.50689493	VTB	0	1	1	1	0	straight	0	69.9968256966	0
1646	5	50	88975	3498.01812269	car	1	1	1	0	0	leftturn	18.8453976373	38.8333006504	1
4736	4	60	27091	17013.6502532	car	0	1	0	0	0	other	0.8991629328	52.6975684472	1
1251	5	50	67098	1840.70415022	VTB	0	2	0	0	0	leftturn	10.9528811897	46.7872091942	1
3965	4	60	14682	45325.8697374	VTB	1	1	0	0	0	other	21.8891778942	59.9103983075	0
3457	4	60	71025	2993.20585053	VTB	0	1	0	0	0	rightturn	30.0511814273	37.1332335732	1
4536	4	60	34981	2059.6875438	car	0	1	0	0	0	leftturn	1.6731897585	39.610545049	1
4217	4	60	23067	12679.948957	car	1	1	1	0	0	straight	4.0404913861	63.0499294171	0
1585	5	50	32145	9560.27962105	car	0	3	1	0	0	straight	1.114653362	72.4702518041	1
