EVENT	RDCLASS	SPD_KM	MED_INC	pop_dens_200	veh_type	BAD_WEAT	SEVERITY	DARK	Park_10	hosp_50	veh_mvt	Comm_Per	Res_Per	Inter_Acc
786	5	50	31581	12191.4982891	VTB	0	1	0	0	0	straight	1.3104551501	60.0175825427	0
4075	4	60	27786	5138.03814623	car	0	2	1	0	0	straight	14.0446295962	47.1453614122	1
1863	5	50	21667	10773.2897597	car	0	1	0	0	0	straight	2.1978573676	55.7699689104	1
4732	4	60	26236	19308.4773691	car	0	0	0	0	0	leftturn	1.0675399075	68.9759931734	1
5573	4	60	78864	2008.08705339	car	0	1	0	0	0	leftturn	15.2287208988	63.721269632	1
1737	5	50	40339	10206.8000327	car	0	1	0	0	0	other	2.0193215276	67.5002621202	1
640	5	50	70533	5939.20871645	VTB	0	1	1	0	0	leftturn	7.2597800058	77.5862971013	1
4208	4	60	31483	6369.41822128	car	0	1	0	0	0	leftturn	3.7948071661	61.207021777	1
5515	4	60	41565	1448.54040909	VTB	1	1	0	0	0	leftturn	0.1695221584	58.8696863187	1
4029	4	60	13024	4939.11686641	car	0	1	1	0	0	rightturn	17.5115980038	47.9152925925	1
3810	4	60	39586	2788.81920954	car	0	1	1	0	0	leftturn	0	23.0352982551	1
5263	4	60	41527	6031.8580864	car	0	1	0	0	0	backup	2.0713772618	56.8829729486	0
5491	4	60	41272	547.793475023	car	1	1	0	0	0	straight	0	7.1595494299	0
5557	4	60	44868	277.597196609	VTB	1	1	0	0	0	rightturn	0.3395657303	42.412526312	1
5326	4	60	37142	6838.48068315	car	1	1	0	1	0	leftturn	1.0117647611	55.8727233135	1
2338	5	50	32467	9997.111363	car	1	1	0	0	0	leftturn	14.3666988432	57.540852645	1
668	5	50	210572	3919.94713435	car	0	1	1	0	0	other	0.027474066	80.1191164729	1
1473	5	50	34079	6821.05880089	car	0	1	0	0	0	leftturn	0.7626981052	42.4825877618	1
367	5	50	45408	4039.50187781	car	0	1	0	0	0	straight	4.780555069	79.4409560494	1
633	5	60	38257	6909.58716185	car	0	1	0	0	0	straight	0.5730195067	69.3238947121	0
3011	5	50	37335	12005.8497772	car	0	1	0	0	0	straight	2.1010385524	50.1503885635	1
657	5	50	14682	45325.8697374	car	1	1	0	0	0	straight	13.1090168778	61.6776223095	0
1594	5	50	32349	12610.6404966	VTB	0	2	0	0	0	straight	5.9087979515	78.4499822545	0
2102	5	50	36841	8188.92112153	VTB	1	1	0	0	0	backup	0.4250535798	61.0734096308	0
988	5	50	25699	5251.92974548	car	0	1	0	0	0	backup	7.9823591873	58.6541001007	1
1411	5	50	28024	8441.77182549	VTB	0	1	0	0	0	rightturn	4.9956845423	66.2805632825	1
4645	4	60	38654	8443.60943813	car	0	0	0	0	0	straight	3.5183250731	23.8073813859	0
3173	5	50	41688	7060.29438889	VTB	0	1	0	0	0	leftturn	4.3537891301	66.7923504999	1
4606	4	60	34981	2059.6875438	car	0	1	0	0	0	straight	2.4611177322	62.2028804575	0
1752	5	50	33738	14841.989946	car	0	1	0	0	0	leftturn	2.611439275	71.8185797246	1
3102	5	50	39945	15393.7308369	car	1	1	0	0	0	straight	0.9331185765	66.8237448831	0
1923	5	50	38165	4437.41511636	car	1	2	0	0	0	leftturn	3.4602439446	46.5661532889	1
3245	5	50	38146	4081.80000982	car	1	1	0	1	0	other	0.7079536793	64.6517596888	1
1853	5	50	28129	11245.82535	car	0	1	0	0	0	rightturn	6.1434056478	56.7426418055	1
2582	5	50	23262	18498.8156027	car	1	1	0	0	1	rightturn	8.7940543219	58.6105013858	1
4491	4	60	35999	3823.07375523	car	0	1	0	0	0	leftturn	2.8473584509	75.6826222722	0
2419	5	50	29400	12904.5106415	VTB	1	0	1	0	0	leftturn	6.7338201024	70.7308253502	1
4162	4	60	24360	14052.1476683	car	1	1	0	0	0	straight	12.2949470628	63.0703468597	1
2909	5	50	47707	4231.30288677	car	0	1	0	0	0	straight	0.6085036583	76.4648246831	1
484	5	50	105512	3908.19987554	car	1	1	1	0	0	straight	0.6654231523	85.6851497986	0
4526	4	60	47077	6554.95582004	car	0	1	1	1	0	straight	0	64.4704410885	1
802	5	50	31925	6966.0386693	VTB	1	1	1	0	0	leftturn	1.732743894	59.1839106756	1
1700	5	50	42803	38210.0657612	car	0	2	0	0	0	other	1.4366305636	70.9928128683	1
1412	5	50	31595	10830.8459402	car	0	1	0	1	0	straight	1.734905482	66.817863768	1
1845	5	50	28129	11245.82535	car	0	1	1	0	0	straight	6.1434056478	56.7426418055	1
1005	5	50	30375	7084.67412159	car	1	1	0	0	0	straight	0.7295719197	27.3173483198	0
3252	5	50	45317	3627.73563407	car	0	1	0	0	0	straight	16.2120286406	73.1503400236	0
4165	4	60	30945	11042.8783806	car	1	2	1	0	0	leftturn	0.8360154254	61.3377052452	1
761	5	50	44661	3701.75311886	car	1	2	1	0	0	straight	1.3838193478	84.797956168	0
565	5	50	59293	10694.3222192	VTB	0	2	0	0	0	straight	4.1249563232	77.8198537775	1
5473	4	60	44357	5850.37060039	car	0	1	0	0	0	other	56.9421793544	17.8300226856	0
5134	4	60	35862	9985.91752524	VTB	0	1	0	0	0	straight	26.1971919737	42.5647755327	0
554	5	50	24342	10690.356832	VTB	0	1	0	0	0	leftturn	2.1714126496	66.5644613226	1
5077	4	60	32591	4967.93237601	car	1	1	0	0	0	other	0.5085955722	76.4264690664	0
2401	5	50	35771	13761.8826783	car	1	2	1	0	0	straight	11.1023712088	67.5103762225	1
3944	4	60	14682	45325.8697374	car	0	2	0	0	0	straight	20.3338805557	62.4929320472	0
1766	5	50	33738	14841.989946	car	1	1	1	0	0	other	2.611439275	71.8185797246	0
2158	5	50	32522	19049.164108	car	1	2	1	0	0	straight	3.6774890863	73.9931179722	1
2490	5	50	29558	10159.5157287	VTB	0	1	1	0	0	leftturn	5.7572624215	79.4865679496	0
1215	5	50	19591	6338.15910617	car	0	1	1	0	0	leftturn	9.3700226589	66.3689539831	1
384	5	50	45408	4039.50187781	car	0	1	0	0	0	straight	4.780555069	79.4409560494	1
964	5	50	33406	14346.5039515	car	1	1	0	0	0	straight	6.4335040348	72.931341315	1
3984	4	60	42723	940.447210252	car	1	0	1	0	0	other	18.8180784486	35.3738395995	1
1691	5	50	27828	11724.1640318	VTB	0	0	0	0	0	straight	11.9088621151	62.5513339238	1
4506	4	50	53281	5066.31398494	car	1	1	0	1	0	straight	0	25.1746519242	0
5328	4	60	37042	9722.34267931	car	1	0	0	0	0	leftturn	0.6784076595	73.4471831629	0
1442	5	50	29645	6012.29924312	car	1	2	1	0	0	straight	2.7665543907	57.2124257311	0
4700	4	60	34501	2123.86698781	VTB	1	1	0	0	0	straight	3.9594081806	55.3696337942	1
3958	4	60	28915	1230.19600986	car	1	1	1	0	0	straight	12.3530745339	54.9716711947	0
3955	4	60	24879	17500.4297153	car	0	1	0	0	0	leftturn	10.6353369027	53.9276716929	1
4707	4	60	38165	4437.41511636	car	1	1	1	0	0	other	4.4730460266	49.9480919399	1
5611	3	60	33418	10204.5796477	VTB	0	1	0	0	0	rightturn	12.6363284857	66.2308578645	1
5021	4	60	39942	16299.8893901	car	0	1	0	1	0	straight	2.0758433085	53.3971799963	1
2223	5	50	32567	12202.4086235	car	0	0	0	0	0	leftturn	6.4470242474	68.5997119767	1
5592	3	60	40180	6278.67117429	VTB	0	1	0	0	0	leftturn	0.4800708322	77.348452162	1
4739	4	60	28091	19976.0611054	car	0	1	0	0	0	other	17.2682470386	65.5996110339	1
1086	5	50	13024	4939.11686641	car	0	2	1	0	0	straight	23.8923828021	53.7311314704	1
4798	4	60	27298	7723.9406207	VTB	0	1	0	0	0	other	0.8432497609	55.2778751123	0
4125	4	60	34521	2476.1169016	car	0	1	0	0	0	backup	19.3850832196	49.2353851047	0
3547	4	60	38723	10465.8410341	car	0	1	0	0	0	straight	0	83.4954377589	1
4327	4	60	40626	11566.660142	car	1	1	1	0	0	straight	0	53.5472900245	0
4059	4	60	34521	2476.1169016	car	0	1	0	0	0	leftturn	9.2762898373	64.6453999345	1
2820	5	50	39931	4613.88417651	car	0	0	0	0	0	leftturn	23.223824313	68.0979003281	1
3941	4	60	14682	45325.8697374	car	1	1	0	0	0	straight	20.3338805557	62.4929320472	0
732	5	50	44661	3701.75311886	car	1	1	1	0	0	leftturn	15.6990111045	78.4156221191	1
4420	4	60	21667	10773.2897597	car	1	1	1	0	0	straight	12.2571790686	54.2355329452	1
4171	4	60	23067	12679.948957	car	0	1	0	0	0	straight	4.0404913861	63.0499294171	1
4373	4	60	33902	8115.32968836	VTB	1	1	0	1	0	leftturn	4.5796958041	61.9673880584	1
717	5	50	44661	3701.75311886	VTB	0	1	0	0	0	leftturn	19.2221758096	69.2062707671	1
2900	5	50	54051	3432.32079026	VTB	1	1	1	0	0	straight	20.6911960552	33.5412654828	0
1413	5	50	40414	5272.19122679	car	0	1	1	0	0	straight	0.7600363326	46.1013062733	0
880	5	50	42176	2999.987145	car	1	1	0	0	0	leftturn	0	53.4104724587	1
3789	4	60	39742	2028.03718331	VTB	0	1	1	0	0	straight	21.5729335456	25.2886869311	0
5434	4	60	31989	13551.7139033	car	1	1	0	0	0	backup	0.7278750656	60.0016923928	0
4225	4	60	31483	6369.41822128	car	1	1	1	0	0	leftturn	3.7948071661	61.207021777	1
4107	4	60	47135	6522.83096951	car	1	1	0	0	0	straight	10.4729983288	76.9540975948	1
3363	5	50	52511	1355.81345676	car	1	1	0	1	0	straight	0	71.3458048764	0
5181	4	60	38973	2262.79193153	VTB	1	1	1	0	0	straight	18.4472036887	20.9428845036	1
3580	4	60	43581	7038.0222007	car	1	1	0	0	0	straight	6.478517339	67.6204875932	0
2851	5	50	39931	4613.88417651	car	1	1	0	0	0	straight	0	85.4133204914	1
4078	4	60	34521	2476.1169016	car	0	1	1	0	0	straight	9.2762898373	64.6453999345	0
1353	5	50	25241	9109.42259156	car	1	3	1	0	0	straight	0.5108714715	36.1302093073	0
5501	4	60	41586	9093.36937973	car	1	1	1	0	0	straight	3.8940380055	57.6357563359	1
5087	4	60	25911	6179.55616976	VTB	1	1	0	0	0	leftturn	0.167337032	77.9372860118	0
2996	5	50	36841	8188.92112153	car	0	1	0	0	0	straight	2.143377134	82.4885963785	1
550	5	50	34145	10556.3041258	car	1	1	0	0	0	straight	1.2031112467	44.9284831661	0
1630	5	50	68903	4673.20292061	car	0	2	0	0	0	straight	1.3337155057	52.3605720002	1
5614	3	60	31613	7015.58291675	car	0	2	0	0	0	straight	10.1189032006	67.1990336982	0
3923	4	60	70939	1207.12470587	VTB	0	1	0	0	0	leftturn	7.166332E-005	22.4676001064	1
5343	4	60	33032	7177.19885386	VTB	0	1	0	0	0	straight	1.8574445095	47.8046717093	0
4582	4	60	35331	6254.70819587	car	0	1	0	0	0	straight	39.6568760363	57.7199821449	0
5675	2	80	37169	5873.32971196	car	1	1	0	0	0	rightturn	21.2353534052	36.3352799326	0
5855	2	80	35331	6254.70819587	VTB	1	1	0	0	0	straight	32.1954383199	63.5239078795	1
2205	5	50	32567	12202.4086235	car	0	2	0	0	0	straight	6.4470242474	68.5997119767	0
3949	4	60	24707	12635.7101138	car	1	1	0	0	0	leftturn	11.3122101819	61.8050447157	0
2822	5	50	37313	9379.65776764	car	1	1	1	0	0	straight	1.0784231789	91.8513539741	1
4367	4	60	24772	15665.2132761	car	1	1	0	0	0	other	5.3501576553	71.2351028519	1
5686	2	80	24342	10690.356832	car	0	1	1	0	0	straight	0.7890397069	53.4696316577	1
678	5	50	70533	5939.20871645	VTB	1	3	1	1	0	rightturn	1.0314431357	70.8540725443	1
199	5	50	55895	5285.66585884	VTB	0	1	0	0	0	straight	0.5665361456	87.1047816136	1
5339	4	60	30619	13978.9063031	car	0	0	0	0	0	straight	2.1504861041	66.1092993275	1
4934	4	60	44515	12445.1474324	VTB	1	1	0	0	0	straight	8.6107842822	70.9848224442	1
2903	5	50	41527	6031.8580864	car	1	2	0	0	0	straight	4.5902004064	59.6191677475	1
1008	5	50	31925	6966.0386693	VTB	0	1	0	0	0	straight	2.0948513208	36.770762246	1
5538	4	60	41929	3909.36073705	VTB	0	1	0	0	0	straight	0	47.9465189109	1
2234	5	50	32522	19049.164108	VTB	1	0	0	0	0	straight	3.6774890863	73.9931179722	1
4436	4	60	25141	15491.0034493	car	0	1	0	0	0	straight	7.7072888233	75.3525568131	0
426	5	50	39283	9267.90953804	car	0	1	0	0	0	straight	14.4373011968	51.1000683828	0
2962	5	50	38662	6538.42418143	car	1	1	1	0	1	backup	0.9903589004	81.7973378476	0
1834	5	50	21667	10773.2897597	car	0	1	1	0	0	straight	1.2300003639	39.4937896436	1
4565	4	60	36841	8188.92112153	car	1	1	0	0	0	backup	1.1004804036	64.5503477744	0
5235	4	60	41148	5663.79320678	car	1	0	0	0	0	leftturn	14.7578357461	53.994476398	1
2298	5	50	27091	17013.6502532	car	0	1	0	0	0	straight	2.0431731006	49.1411514268	1
1303	5	50	33193	7082.66265326	car	0	1	1	0	0	leftturn	11.3660845503	62.8905890237	1
552	5	50	24342	10690.356832	car	1	1	1	0	0	leftturn	0.7890398409	47.6727683965	1
3665	4	60	38257	6909.58716185	car	1	1	0	0	0	leftturn	0.5730195067	69.3238947121	1
411	5	50	39729	920.141336467	car	0	0	0	0	0	straight	2.7586761224	49.3889356651	1
1964	5	50	37881	9149.06142248	VTB	1	1	1	0	0	leftturn	1.203812034	39.6622907228	1
3824	4	60	31581	12191.4982891	car	0	1	1	0	0	leftturn	1.3104554802	55.3448573992	0
3117	5	50	73843	631.327419823	car	1	2	0	0	0	straight	0	41.6786087851	0
1140	5	50	42723	940.447210252	VTB	1	1	1	0	0	leftturn	10.326617628	40.61386635	0
3793	4	60	45521	1103.66044026	car	0	1	0	0	0	straight	20.6013108357	6.8461612161	1
1376	5	50	31483	6369.41822128	car	0	0	1	0	0	leftturn	3.0178746039	59.3569137211	1
3388	5	50	48800	3035.69986072	car	1	1	1	0	0	straight	0	87.3344086101	1
2702	5	50	31549	6956.60541293	VTB	1	1	0	0	0	backup	0.623018217	37.212849754	0
3732	4	60	70939	1207.12470587	car	1	1	0	0	0	other	2.8518724733	32.5559231557	1
2907	5	50	47707	4231.30288677	car	0	1	0	0	0	straight	0.6085036583	76.4648246831	1
4988	4	60	44515	12445.1474324	car	0	1	0	0	0	backup	9.7074337616	67.5427248666	0
4964	4	60	39989	7229.55815164	VTB	0	1	0	0	0	straight	10.4522560879	27.3906408339	1
1211	5	50	70524	5248.27449734	VTB	1	1	1	0	0	straight	6.8026576622	35.1222481406	1
3331	5	50	38945	7143.25813643	car	0	1	0	0	0	backup	5.6369627406	72.6514165396	0
3147	5	50	49368	6483.74077045	car	1	2	1	0	0	straight	0	79.0341911724	0
4860	4	60	31725	8939.32878364	car	1	1	0	0	1	backup	2.5468988221	63.0287168323	0
1888	5	50	38165	4437.41511636	VTB	0	1	0	0	0	rightturn	3.2820104058	20.9840103717	1
1190	5	50	33193	7082.66265326	car	1	1	1	0	0	leftturn	13.8967951828	77.12908824	1
5257	4	60	33900	7989.89341927	VTB	0	1	0	0	0	other	46.851822849	24.6159046539	0
1174	5	50	42723	940.447210252	car	0	2	0	0	0	straight	8.1796313969	45.0478653258	1
1069	5	50	100765	7298.96982736	car	1	1	1	0	0	straight	0.7369743402	61.8866463118	0
4167	4	60	32512	14769.9349114	car	0	1	0	0	0	straight	1.1164373758	63.3389745706	0
2733	5	50	38082	9452.39947607	car	1	0	0	0	0	straight	1.119891004	70.2471205925	1
4320	4	60	33902	8115.32968836	car	0	1	1	1	0	straight	4.5796958041	61.9673880584	0
1510	5	50	26686	9404.36706218	VTB	1	1	0	0	0	straight	6.4606468083	66.495316977	0
1316	5	50	70524	5248.27449734	car	1	1	0	0	0	straight	16.779182655	40.0954010626	0
2885	5	50	41148	5663.79320678	VTB	1	1	1	0	0	other	0.2021710769	80.9419293842	1
3584	4	60	105512	3908.19987554	VTB	0	1	0	0	0	leftturn	0	89.4025861532	1
124	5	50	61007	3272.54658515	car	0	1	1	0	0	straight	0	94.040310229	0
330	5	50	43768	6033.95117422	VTB	0	1	1	0	0	straight	1.0207231315	82.154332897	0
1599	5	50	31535	13360.6287738	car	0	2	1	0	0	straight	4.7517540346	66.3419344059	0
3905	4	60	70939	1207.12470587	car	0	3	0	0	0	straight	0.2462590713	18.7351950955	0
4185	4	60	30091	2330.76549987	VTB	0	0	0	0	0	rightturn	4.5631405864	55.0045307141	1
3888	4	60	25699	5251.92974548	car	0	1	0	0	0	other	0.0782284276	49.0509872999	1
2877	5	50	36567	3451.66754924	car	1	1	0	0	0	straight	0.4315578302	73.4553879686	0
1823	5	50	29290	11503.6761017	VTB	1	1	1	0	0	leftturn	3.3609991177	58.9030893794	1
3708	4	60	49921	7152.37984179	car	0	1	0	0	0	straight	0	53.0745179738	1
1713	5	50	35152	16538.5797222	car	1	1	1	0	0	straight	3.3445940739	75.8337419772	1
3704	4	60	26753	9622.61362254	car	1	1	1	0	0	straight	3.268718681	62.1928782144	1
328	5	50	28833	17989.9623401	car	0	1	1	0	0	straight	0.4429273239	69.1194113057	0
1626	5	50	39192	1406.4656225	car	1	2	1	0	0	leftturn	6.1110313097	31.9161982559	1
2921	5	50	37142	6838.48068315	car	1	1	0	1	0	rightturn	0	54.9111681779	1
5615	3	60	33418	10204.5796477	car	1	1	0	0	0	other	12.0679322137	62.7544704051	0
3695	4	60	38257	6909.58716185	VTB	0	1	0	0	0	straight	0.5730195067	69.3238947121	1
4363	4	60	38057	8954.64756561	car	0	1	0	0	0	leftturn	0.4281892181	73.0801298745	1
5073	4	60	25911	6179.55616976	VTB	0	0	0	0	0	leftturn	0.9428971327	74.0975916806	1
5412	4	60	29454	7393.5637369	car	0	2	1	0	0	straight	0.6161341716	61.3812661536	0
4808	4	60	37168	12780.7387762	car	0	0	1	0	0	other	7.3472631443	57.9253476485	1
4627	4	60	32580	16117.2987746	VTB	1	1	0	0	0	straight	2.4917646867	77.6549592201	1
1797	5	50	33902	8115.32968836	VTB	0	2	0	0	0	straight	10.4655249696	51.9975068095	0
2906	5	50	47707	4231.30288677	car	0	1	0	0	0	straight	0.6085036583	76.4648246831	1
5254	4	60	33730	4531.08881457	car	0	1	0	0	0	straight	41.6660910638	37.4998746828	0
1200	5	50	14469	19025.9467284	car	0	1	1	0	0	straight	10.4290027039	72.377098205	0
380	5	50	44972	826.493531544	VTB	1	1	1	0	0	leftturn	1.4326207235	0.4482192357	1
1831	5	50	21667	10773.2897597	car	0	0	0	0	0	straight	1.2300003639	39.4937896436	1
5405	4	60	33032	7177.19885386	car	1	1	0	0	0	leftturn	1.5021397208	53.3411438013	1
5219	4	60	41776	5020.3623504	VTB	0	1	0	0	0	leftturn	61.0242910356	29.5607481135	0
3425	4	60	39275	3278.30729063	car	0	0	0	0	0	straight	12.9625868064	69.4790087879	0
2258	5	50	28091	19976.0611054	car	0	1	0	0	0	straight	8.9119039737	76.2461844294	0
1252	5	50	21171	7201.25206394	car	0	1	0	0	0	other	8.6201614415	51.6367840695	1
576	5	50	48264	5365.16037039	car	0	1	0	0	0	straight	0.8679790796	45.2728251928	1
4854	4	60	29445	9467.24708769	car	0	1	0	0	0	straight	2.3934364585	52.2103581282	1
3583	4	60	34694	10118.2674907	car	1	1	0	0	0	straight	1.3387581797	83.7283926201	1
2203	5	50	41255	16055.4895591	car	1	1	0	0	0	leftturn	3.774977344	59.0165236525	1
2247	5	50	23266	14465.9625057	car	0	1	0	0	0	straight	5.1669644668	35.8027933598	1
5465	4	60	58389	2446.53031809	car	0	2	0	0	0	straight	0	78.0161486963	1
3621	4	60	48825	4929.53103589	car	0	1	0	0	0	backup	11.0912365269	76.3059584328	1
5220	4	60	41776	5020.3623504	VTB	0	1	0	0	0	leftturn	61.0242910356	29.5607481135	0
2081	5	50	30672	8505.893197	VTB	0	0	0	0	0	straight	0.4287638888	54.1181077257	1
4813	4	60	37168	12780.7387762	car	0	2	1	0	0	straight	10.0986569379	56.0953615213	0
714	5	50	43710	9611.55196352	car	0	1	0	0	0	leftturn	1.3939936404	49.7502402733	1
265	5	50	56287	230.546788399	car	1	0	0	0	0	other	0	0	0
659	5	50	24707	12635.7101138	VTB	1	1	0	0	0	other	12.6696122037	61.9607536668	0
3284	5	50	32098	10122.9812577	car	1	1	0	0	0	leftturn	14.967224161	73.221186829	1
2499	5	50	37301	14137.2785602	VTB	0	1	0	0	0	other	6.4641353075	81.5409006713	1
3712	4	60	47581	4878.82141535	VTB	0	1	0	0	0	rightturn	1.1824951639	46.1800394269	1
866	5	50	30375	7084.67412159	car	1	0	0	0	0	backup	2.4252114758	53.4852664036	0
4123	4	60	27786	5138.03814623	car	1	1	0	0	0	straight	16.361675971	43.5546055268	1
283	5	50	96383	267.625770551	VTB	1	1	0	0	0	other	26.1148181912	7.8259368919	0
690	5	50	14682	45325.8697374	car	0	0	0	0	0	leftturn	13.1046164158	61.6800904877	1
1938	5	50	40180	6278.67117429	VTB	0	1	0	0	0	straight	0.5572406787	79.7521566376	1
979	5	50	75095	1917.64624892	car	0	1	1	0	0	straight	0	90.3413568937	1
5300	4	60	41148	5663.79320678	car	0	1	0	0	0	other	14.7578357461	53.994476398	1
4583	4	60	35331	6254.70819587	car	0	1	0	0	0	straight	39.6568760363	57.7199821449	0
2036	5	50	39840	5295.69616809	car	0	1	0	0	0	backup	1.1317837355	50.2487629983	1
1943	5	50	35999	3823.07375523	VTB	0	1	0	0	0	leftturn	2.7715721507	76.4251419307	1
5208	4	60	33730	4531.08881457	car	0	1	0	0	0	straight	18.8049355799	40.4586160914	0
3953	4	60	13024	4939.11686641	car	0	1	0	0	0	straight	22.3258071267	45.1063013685	0
4564	4	60	33024	12245.4682461	car	1	1	0	0	0	straight	11.5857641807	69.8785028729	1
4567	4	60	35331	6254.70819587	car	0	1	1	0	0	straight	7.602210407	68.4271609539	1
4092	4	60	34521	2476.1169016	car	0	2	0	0	0	straight	18.4389420821	58.1814478574	1
3620	4	60	105512	3908.19987554	car	1	1	1	0	0	straight	0	93.3572057642	1
744	5	50	30412	4411.12075816	car	0	1	0	0	0	rightturn	8.6911008929	27.7076339094	1
3954	4	60	42723	940.447210252	car	1	1	1	1	0	straight	18.611638962	42.5200551914	1
3414	5	50	104703	400.872191527	car	0	2	0	0	0	straight	5.9935722713	51.7466131282	0
4447	4	60	21667	10773.2897597	car	0	1	0	0	0	leftturn	12.2571790686	54.2355329452	1
1829	5	50	21667	10773.2897597	car	0	0	0	0	0	straight	1.2300003639	39.4937896436	1
1509	5	50	31535	13360.6287738	car	0	1	1	0	0	other	2.9236727277	40.7263334545	0
2769	5	50	39931	4613.88417651	car	1	1	0	0	0	straight	0	85.4133204914	1
5024	4	60	35329	16116.8811256	moto	0	1	1	1	0	straight	1.7521697997	51.5843399083	1
2633	5	50	32905	14040.0963745	VTB	0	1	0	0	0	leftturn	14.9238502906	60.6368959895	1
5701	2	80	67982	7102.38731788	car	0	1	1	0	0	leftturn	3.0772746173	74.2891661725	1
4999	4	60	70939	1207.12470587	VTB	0	1	0	0	1	leftturn	0.0745220063	24.2092039464	1
685	5	50	59887	11157.0018193	VTB	0	0	0	0	0	leftturn	17.0693854251	54.0314772473	1
639	5	50	51740	8646.31498942	car	0	1	0	0	0	straight	3.4092267429	54.3176924436	1
2407	5	50	32467	9997.111363	car	0	1	1	0	0	rightturn	13.6124439621	59.5001645492	1
4339	4	60	28129	11245.82535	VTB	0	1	0	0	0	straight	2.1487340347	73.1274332201	0
4058	4	60	27786	5138.03814623	VTB	0	1	1	0	0	straight	19.0324613375	58.4939413397	0
2926	5	50	41737	9850.18368395	VTB	1	1	0	0	0	straight	2.0666233945	67.5856209217	1
3296	5	50	41290	3488.00190771	VTB	0	1	0	0	0	rightturn	3.8107993846	79.649635899	1
3850	4	60	35656	9330.29203408	car	0	1	1	0	0	backup	2.4055180884	59.3341976516	0
3749	4	60	70939	1207.12470587	car	1	1	0	0	0	straight	0	38.7396287058	0
3947	4	60	42723	940.447210252	VTB	0	1	0	0	0	backup	17.7374583072	44.3777690493	1
5385	4	60	34318	7527.08842394	car	1	2	0	0	0	straight	1.7383141844	66.4784594065	1
683	5	50	59887	11157.0018193	car	0	1	0	0	0	straight	2.214269719	55.1071982699	1
279	5	50	67552	5006.21054906	car	0	1	0	0	0	straight	0.6360248158	29.7414665978	0
1976	5	50	53281	5066.31398494	car	1	1	1	1	0	straight	0	25.1746519242	0
2980	5	50	29454	7393.5637369	VTB	1	1	0	0	0	leftturn	19.5224926804	63.0037929327	1
4629	4	60	33192	7991.69554599	car	0	1	0	0	0	leftturn	4.1154477943	84.5650959969	0
1146	5	50	42723	940.447210252	car	0	1	0	0	0	backup	17.4819168811	36.5212806582	0
2196	5	50	32580	16117.2987746	car	1	1	1	0	0	straight	1.8426345103	74.3390656115	1
2098	5	50	35283	6083.72415689	car	0	1	0	0	0	straight	2.9394235732	70.6877815105	0
477	5	50	44516	6396.74704994	car	0	1	0	0	0	leftturn	0.4097709689	68.7058288084	1
1641	5	50	57911	7445.72266332	car	1	1	0	0	0	leftturn	2.301617435	73.9294034318	0
4489	4	60	28814	5245.23850877	car	1	1	1	0	0	leftturn	2.8813652422	35.021563278	1
3320	5	50	41290	3488.00190771	car	0	1	1	1	0	straight	4.8008108765	61.3732396062	0
3784	4	60	38496	3144.36321145	car	0	1	0	0	0	straight	19.0404281008	63.8549207701	0
994	5	50	32599	11143.8261756	car	0	1	0	0	0	straight	7.7929021382	67.2949603715	0
2241	5	50	27857	15015.0255196	VTB	0	1	0	0	0	leftturn	9.1397731386	70.7638144779	1
4784	4	60	31725	8939.32878364	car	1	1	0	0	0	other	1.5011298805	43.1795807651	0
1219	5	50	70524	5248.27449734	car	1	1	0	0	0	backup	18.206169257	35.520084913	0
3700	4	60	38257	6909.58716185	car	1	1	1	1	0	leftturn	0	67.992827292	1
1438	5	50	29645	6012.29924312	car	0	2	1	0	0	other	2.9581409773	59.3508580882	0
340	5	50	54781	6111.82695043	VTB	0	1	0	0	0	straight	3.5115604838	63.4188983764	1
1495	5	50	28812	11177.8556154	car	1	1	0	0	0	leftturn	0.8963339177	46.958169359	1
5128	4	60	25145	8119.70254402	car	1	1	0	0	0	straight	8.3475167845	45.7247806725	0
5353	4	60	30619	13978.9063031	VTB	0	1	0	0	0	straight	2.1504860574	66.1120614363	0
2370	5	50	35771	13761.8826783	car	0	1	0	0	0	leftturn	3.3228815926	67.1314187352	1
4548	4	60	33024	12245.4682461	car	0	1	0	0	0	straight	11.5857641807	69.8785028729	1
5508	4	60	41586	9093.36937973	car	0	2	0	0	0	leftturn	0	63.2884210415	1
1096	5	50	28915	1230.19600986	car	1	1	0	0	0	straight	13.1249054124	49.9377754873	1
376	5	50	96383	267.625770551	car	0	1	0	0	0	straight	0.2818980821	30.017578388	0
3482	4	60	56287	230.546788399	car	0	1	1	0	0	backup	0.2956058505	0.0122911462	0
3654	4	60	40126	6020.26948111	car	0	1	0	0	0	leftturn	0.6932854301	51.6880875447	1
5805	2	80	29964	12534.143018	car	0	1	0	0	0	leftturn	3.3388073798	61.2814935872	1
2745	5	50	34185	5311.75325677	car	0	1	1	0	0	backup	11.5660616921	41.783326986	0
4415	4	60	45606	13601.2965901	car	0	1	0	0	0	rightturn	5.9865004401	73.8844169678	1
4731	4	60	29910	16860.0749009	car	0	1	1	0	0	straight	2.502119752	82.1035978678	0
1803	5	50	28129	11245.82535	car	1	1	0	0	1	leftturn	5.7059033791	33.9752195171	1
5669	3	60	32905	14040.0963745	car	0	1	1	0	0	straight	10.4111052711	75.7897922264	0
4801	4	60	30522	7639.29292288	car	0	1	0	0	0	leftturn	7.3401268593	28.0637753331	1
